year,region_num,region_name,class,data_value,data_value_type,gender
2009,10,Kostanay region,Respiratory diseases,0.1376,urban,overall
2009,11,Kyzylorda region,Respiratory diseases,0.0275,urban,overall
2009,12,Mangystau region,Respiratory diseases,0.0312,urban,overall
2009,13,South Kazakhstan region,Respiratory diseases,0.0476,urban,overall
2009,14,Pavlodar region,Respiratory diseases,0.0395,urban,overall
2009,15,North Kazakhstan region,Respiratory diseases,0.1254,urban,overall
2009,16,East Kazakhstan region,Respiratory diseases,0.0567,urban,overall
2009,1,Nur-Sultan,Respiratory diseases,0.0317,urban,overall
2009,2,Almaty,Respiratory diseases,0.0315,urban,overall
2010,3,Akmola region,Respiratory diseases,0.0491,urban,overall
2010,4,Aktobe region,Respiratory diseases,0.0214,urban,overall
2010,5,Almaty region,Respiratory diseases,0.0577,urban,overall
2010,6,Atyrau region,Respiratory diseases,0.0096,urban,overall
2010,7,West Kazakkhstan region,Respiratory diseases,0.0499,urban,overall
2010,8,Jambyl region,Respiratory diseases,0.0351,urban,overall
2010,9,Karaganda region,Respiratory diseases,0.0452,urban,overall
2010,10,Kostanay region,Respiratory diseases,0.0794,urban,overall
2010,11,Kyzylorda region,Respiratory diseases,0.0307,urban,overall
2010,12,Mangystau region,Respiratory diseases,0.0231,urban,overall
2010,13,South Kazakhstan region,Respiratory diseases,0.0347,urban,overall
2010,14,Pavlodar region,Respiratory diseases,0.0408,urban,overall
2010,15,North Kazakhstan region,Respiratory diseases,0.0809,urban,overall
2010,16,East Kazakhstan region,Respiratory diseases,0.052,urban,overall
2010,1,Nur-Sultan,Respiratory diseases,0.0296,urban,overall
2010,2,Almaty,Respiratory diseases,0.0332,urban,overall
2011,3,Akmola region,Respiratory diseases,0.0813,urban,overall
2011,4,Aktobe region,Respiratory diseases,0.0596,urban,overall
2011,5,Almaty region,Respiratory diseases,0.1042,urban,overall
2011,6,Atyrau region,Respiratory diseases,0.0478,urban,overall
2011,7,West Kazakkhstan region,Respiratory diseases,0.138,urban,overall
2011,8,Jambyl region,Respiratory diseases,0.0393,urban,overall
2011,9,Karaganda region,Respiratory diseases,0.0829,urban,overall
2011,10,Kostanay region,Respiratory diseases,0.1513,urban,overall
2011,11,Kyzylorda region,Respiratory diseases,0.0281,urban,overall
2011,12,Mangystau region,Respiratory diseases,0.0154,urban,overall
2011,13,South Kazakhstan region,Respiratory diseases,0.0523,urban,overall
2011,14,Pavlodar region,Respiratory diseases,0.0645,urban,overall
2011,15,North Kazakhstan region,Respiratory diseases,0.1735,urban,overall
2011,16,East Kazakhstan region,Respiratory diseases,0.0778,urban,overall
2011,1,Nur-Sultan,Respiratory diseases,0.0364,urban,overall
2011,2,Almaty,Respiratory diseases,0.0356,urban,overall
2012,3,Akmola region,Respiratory diseases,0.0776,urban,overall
2012,4,Aktobe region,Respiratory diseases,0.0861,urban,overall
2012,5,Almaty region,Respiratory diseases,0.1533,urban,overall
2012,6,Atyrau region,Respiratory diseases,0.0495,urban,overall
2012,7,West Kazakkhstan region,Respiratory diseases,0.149,urban,overall
2012,8,Jambyl region,Respiratory diseases,0.0478,urban,overall
2012,9,Karaganda region,Respiratory diseases,0.0932,urban,overall
2012,10,Kostanay region,Respiratory diseases,0.1665,urban,overall
2012,11,Kyzylorda region,Respiratory diseases,0.0435,urban,overall
2012,12,Mangystau region,Respiratory diseases,0.0211,urban,overall
2012,13,South Kazakhstan region,Respiratory diseases,0.054,urban,overall
2012,14,Pavlodar region,Respiratory diseases,0.0717,urban,overall
2012,15,North Kazakhstan region,Respiratory diseases,0.1612,urban,overall
2012,16,East Kazakhstan region,Respiratory diseases,0.0667,urban,overall
2012,1,Nur-Sultan,Respiratory diseases,0.0308,urban,overall
2012,2,Almaty,Respiratory diseases,0.0433,urban,overall
2013,3,Akmola region,Respiratory diseases,0.0765,urban,overall
2013,4,Aktobe region,Respiratory diseases,0.0788,urban,overall
2013,5,Almaty region,Respiratory diseases,0.1337,urban,overall
2013,6,Atyrau region,Respiratory diseases,0.0592,urban,overall
2013,7,West Kazakkhstan region,Respiratory diseases,0.1609,urban,overall
2013,8,Jambyl region,Respiratory diseases,0.0493,urban,overall
2013,9,Karaganda region,Respiratory diseases,0.0739,urban,overall
2013,10,Kostanay region,Respiratory diseases,0.1497,urban,overall
2013,11,Kyzylorda region,Respiratory diseases,0.0552,urban,overall
2013,12,Mangystau region,Respiratory diseases,0.0248,urban,overall
2013,13,South Kazakhstan region,Respiratory diseases,0.0573,urban,overall
2013,14,Pavlodar region,Respiratory diseases,0.0884,urban,overall
2013,15,North Kazakhstan region,Respiratory diseases,0.2002,urban,overall
2013,16,East Kazakhstan region,Respiratory diseases,0.1265,urban,overall
2013,1,Nur-Sultan,Respiratory diseases,0.0327,urban,overall
2013,2,Almaty,Respiratory diseases,0.0722,urban,overall
2014,3,Akmola region,Respiratory diseases,0.0853,urban,overall
2014,4,Aktobe region,Respiratory diseases,0.0905,urban,overall
2014,5,Almaty region,Respiratory diseases,0.1405,urban,overall
2014,6,Atyrau region,Respiratory diseases,0.0734,urban,overall
2014,7,West Kazakkhstan region,Respiratory diseases,0.1466,urban,overall
2014,8,Jambyl region,Respiratory diseases,0.0676,urban,overall
2014,9,Karaganda region,Respiratory diseases,0.0717,urban,overall
2014,10,Kostanay region,Respiratory diseases,0.162,urban,overall
2014,11,Kyzylorda region,Respiratory diseases,0.0614,urban,overall
2014,12,Mangystau region,Respiratory diseases,0.0267,urban,overall
2014,13,South Kazakhstan region,Respiratory diseases,0.0609,urban,overall
2014,14,Pavlodar region,Respiratory diseases,0.0986,urban,overall
2014,15,North Kazakhstan region,Respiratory diseases,0.1725,urban,overall
2014,16,East Kazakhstan region,Respiratory diseases,0.1257,urban,overall
2014,1,Nur-Sultan,Respiratory diseases,0.031,urban,overall
2014,2,Almaty,Respiratory diseases,0.0583,urban,overall
2015,3,Akmola region,Respiratory diseases,0.1025,urban,overall
2015,4,Aktobe region,Respiratory diseases,0.081,urban,overall
2015,5,Almaty region,Respiratory diseases,0.1608,urban,overall
2015,6,Atyrau region,Respiratory diseases,0.076,urban,overall
2015,7,West Kazakkhstan region,Respiratory diseases,0.1194,urban,overall
2015,8,Jambyl region,Respiratory diseases,0.0545,urban,overall
2015,9,Karaganda region,Respiratory diseases,0.0882,urban,overall
2015,10,Kostanay region,Respiratory diseases,0.2307,urban,overall
2015,11,Kyzylorda region,Respiratory diseases,0.0519,urban,overall
2015,12,Mangystau region,Respiratory diseases,0.0411,urban,overall
2015,13,South Kazakhstan region,Respiratory diseases,0.0502,urban,overall
2015,14,Pavlodar region,Respiratory diseases,0.0971,urban,overall
2015,15,North Kazakhstan region,Respiratory diseases,0.1577,urban,overall
2015,16,East Kazakhstan region,Respiratory diseases,0.1761,urban,overall
2015,1,Nur-Sultan,Respiratory diseases,0.0425,urban,overall
2015,2,Almaty,Respiratory diseases,0.0783,urban,overall
2016,3,Akmola region,Respiratory diseases,0.1089,urban,overall
2016,4,Aktobe region,Respiratory diseases,0.0874,urban,overall
2016,5,Almaty region,Respiratory diseases,0.1595,urban,overall
2016,6,Atyrau region,Respiratory diseases,0.0814,urban,overall
2016,7,West Kazakkhstan region,Respiratory diseases,0.1281,urban,overall
2016,8,Jambyl region,Respiratory diseases,0.0768,urban,overall
2016,9,Karaganda region,Respiratory diseases,0.0849,urban,overall
2016,10,Kostanay region,Respiratory diseases,0.2173,urban,overall
2016,11,Kyzylorda region,Respiratory diseases,0.0682,urban,overall
2016,12,Mangystau region,Respiratory diseases,0.0452,urban,overall
2016,13,South Kazakhstan region,Respiratory diseases,0.0482,urban,overall
2016,14,Pavlodar region,Respiratory diseases,0.1025,urban,overall
2016,15,North Kazakhstan region,Respiratory diseases,0.1626,urban,overall
2016,16,East Kazakhstan region,Respiratory diseases,0.1665,urban,overall
2016,1,Nur-Sultan,Respiratory diseases,0.0367,urban,overall
2016,2,Almaty,Respiratory diseases,0.0628,urban,overall
2017,3,Akmola region,Respiratory diseases,0.1073,urban,overall
2017,4,Aktobe region,Respiratory diseases,0.0793,urban,overall
2017,5,Almaty region,Respiratory diseases,0.1567,urban,overall
2017,6,Atyrau region,Respiratory diseases,0.0663,urban,overall
2017,7,West Kazakkhstan region,Respiratory diseases,0.1031,urban,overall
2017,8,Jambyl region,Respiratory diseases,0.0751,urban,overall
2017,9,Karaganda region,Respiratory diseases,0.0863,urban,overall
2017,10,Kostanay region,Respiratory diseases,0.1803,urban,overall
2017,11,Kyzylorda region,Respiratory diseases,0.0576,urban,overall
2017,12,Mangystau region,Respiratory diseases,0.0446,urban,overall
2017,13,South Kazakhstan region,Respiratory diseases,0.0434,urban,overall
2017,14,Pavlodar region,Respiratory diseases,0.1006,urban,overall
2017,15,North Kazakhstan region,Respiratory diseases,0.1512,urban,overall
2017,16,East Kazakhstan region,Respiratory diseases,0.135,urban,overall
2017,1,Nur-Sultan,Respiratory diseases,0.0313,urban,overall
2017,2,Almaty,Respiratory diseases,0.0601,urban,overall
2018,3,Akmola region,Respiratory diseases,0.0915,urban,overall
2018,4,Aktobe region,Respiratory diseases,0.0929,urban,overall
2018,5,Almaty region,Respiratory diseases,0.1417,urban,overall
2018,6,Atyrau region,Respiratory diseases,0.0699,urban,overall
2018,7,West Kazakkhstan region,Respiratory diseases,0.1157,urban,overall
2018,8,Jambyl region,Respiratory diseases,0.0882,urban,overall
2018,9,Karaganda region,Respiratory diseases,0.0857,urban,overall
2018,10,Kostanay region,Respiratory diseases,0.1607,urban,overall
2018,11,Kyzylorda region,Respiratory diseases,0.0659,urban,overall
2018,12,Mangystau region,Respiratory diseases,0.0574,urban,overall
2018,13,South Kazakhstan region,Respiratory diseases,0.0388,urban,overall
2018,14,Pavlodar region,Respiratory diseases,0.0969,urban,overall
2018,15,North Kazakhstan region,Respiratory diseases,0.1265,urban,overall
2018,16,East Kazakhstan region,Respiratory diseases,0.1061,urban,overall
2018,1,Nur-Sultan,Respiratory diseases,0.0304,urban,overall
2018,2,Almaty,Respiratory diseases,0.0639,urban,overall
2019,3,Akmola region,Respiratory diseases,0.087,urban,overall
2019,4,Aktobe region,Respiratory diseases,0.0987,urban,overall
2019,5,Almaty region,Respiratory diseases,0.16,urban,overall
2019,6,Atyrau region,Respiratory diseases,0.092,urban,overall
2019,7,West Kazakkhstan region,Respiratory diseases,0.1164,urban,overall
2019,8,Jambyl region,Respiratory diseases,0.0972,urban,overall
2019,9,Karaganda region,Respiratory diseases,0.0793,urban,overall
2019,10,Kostanay region,Respiratory diseases,0.1726,urban,overall
2019,11,Kyzylorda region,Respiratory diseases,0.058,urban,overall
2019,12,Mangystau region,Respiratory diseases,0.0519,urban,overall
2019,13,South Kazakhstan region,Respiratory diseases,0.0408,urban,overall
2019,14,Pavlodar region,Respiratory diseases,0.0866,urban,overall
2019,15,North Kazakhstan region,Respiratory diseases,0.1381,urban,overall
2019,16,East Kazakhstan region,Respiratory diseases,0.0983,urban,overall
2019,1,Nur-Sultan,Respiratory diseases,0.0311,urban,overall
2019,2,Almaty,Respiratory diseases,0.0693,urban,overall
2020,3,Akmola region,Respiratory diseases,0.1465,urban,overall
2020,4,Aktobe region,Respiratory diseases,0.1852,urban,overall
2020,5,Almaty region,Respiratory diseases,0.2047,urban,overall
2020,6,Atyrau region,Respiratory diseases,0.1648,urban,overall
2020,7,West Kazakkhstan region,Respiratory diseases,0.134,urban,overall
2020,8,Jambyl region,Respiratory diseases,0.178,urban,overall
2020,9,Karaganda region,Respiratory diseases,0.0869,urban,overall
2020,10,Kostanay region,Respiratory diseases,0.1888,urban,overall
2020,11,Kyzylorda region,Respiratory diseases,0.1499,urban,overall
2020,12,Mangystau region,Respiratory diseases,0.1212,urban,overall
2020,13,South Kazakhstan region,Respiratory diseases,0.1341,urban,overall
2020,14,Pavlodar region,Respiratory diseases,0.1606,urban,overall
2020,15,North Kazakhstan region,Respiratory diseases,0.2881,urban,overall
2020,16,East Kazakhstan region,Respiratory diseases,0.1066,urban,overall
2020,1,Nur-Sultan,Respiratory diseases,0.0526,urban,overall
2020,2,Almaty,Respiratory diseases,0.0909,urban,overall
