year,region_num,region_name,class,data_value,data_value_type,gender
2011,5,Almaty region,Digestive system diseases,0.0783,rural,overall
2011,6,Atyrau region,Digestive system diseases,0.0693,rural,overall
2011,7,West Kazakkhstan region,Digestive system diseases,0.1344,rural,overall
2011,8,Jambyl region,Digestive system diseases,0.0401,rural,overall
2011,9,Karaganda region,Digestive system diseases,0.0667,rural,overall
2011,10,Kostanay region,Digestive system diseases,0.1308,rural,overall
2011,11,Kyzylorda region,Digestive system diseases,0.0258,rural,overall
2011,12,Mangystau region,Digestive system diseases,0.0238,rural,overall
2011,13,South Kazakhstan region,Digestive system diseases,0.0598,rural,overall
2011,14,Pavlodar region,Digestive system diseases,0.0497,rural,overall
2011,15,North Kazakhstan region,Digestive system diseases,0.1337,rural,overall
2011,16,East Kazakhstan region,Digestive system diseases,0.0827,rural,overall
2012,3,Akmola region,Digestive system diseases,0.0635,rural,overall
2012,4,Aktobe region,Digestive system diseases,0.1022,rural,overall
2012,5,Almaty region,Digestive system diseases,0.0999,rural,overall
2012,6,Atyrau region,Digestive system diseases,0.0745,rural,overall
2012,7,West Kazakkhstan region,Digestive system diseases,0.1435,rural,overall
2012,8,Jambyl region,Digestive system diseases,0.0499,rural,overall
2012,9,Karaganda region,Digestive system diseases,0.0907,rural,overall
2012,10,Kostanay region,Digestive system diseases,0.1415,rural,overall
2012,11,Kyzylorda region,Digestive system diseases,0.0321,rural,overall
2012,12,Mangystau region,Digestive system diseases,0.0228,rural,overall
2012,13,South Kazakhstan region,Digestive system diseases,0.0553,rural,overall
2012,14,Pavlodar region,Digestive system diseases,0.0613,rural,overall
2012,15,North Kazakhstan region,Digestive system diseases,0.1383,rural,overall
2012,16,East Kazakhstan region,Digestive system diseases,0.0773,rural,overall
2013,3,Akmola region,Digestive system diseases,0.064,rural,overall
2013,4,Aktobe region,Digestive system diseases,0.1118,rural,overall
2013,5,Almaty region,Digestive system diseases,0.1129,rural,overall
2013,6,Atyrau region,Digestive system diseases,0.0746,rural,overall
2013,7,West Kazakkhstan region,Digestive system diseases,0.1428,rural,overall
2013,8,Jambyl region,Digestive system diseases,0.058,rural,overall
2013,9,Karaganda region,Digestive system diseases,0.0849,rural,overall
2013,10,Kostanay region,Digestive system diseases,0.1541,rural,overall
2013,11,Kyzylorda region,Digestive system diseases,0.0345,rural,overall
2013,12,Mangystau region,Digestive system diseases,0.031,rural,overall
2013,13,South Kazakhstan region,Digestive system diseases,0.0576,rural,overall
2013,14,Pavlodar region,Digestive system diseases,0.0719,rural,overall
2013,15,North Kazakhstan region,Digestive system diseases,0.133,rural,overall
2013,16,East Kazakhstan region,Digestive system diseases,0.0923,rural,overall
2014,3,Akmola region,Digestive system diseases,0.0583,rural,overall
2014,4,Aktobe region,Digestive system diseases,0.1251,rural,overall
2014,5,Almaty region,Digestive system diseases,0.1088,rural,overall
2014,6,Atyrau region,Digestive system diseases,0.0791,rural,overall
2014,7,West Kazakkhstan region,Digestive system diseases,0.1144,rural,overall
2014,8,Jambyl region,Digestive system diseases,0.0568,rural,overall
2014,9,Karaganda region,Digestive system diseases,0.0914,rural,overall
2014,10,Kostanay region,Digestive system diseases,0.1461,rural,overall
2014,11,Kyzylorda region,Digestive system diseases,0.0329,rural,overall
2014,12,Mangystau region,Digestive system diseases,0.0256,rural,overall
2014,13,South Kazakhstan region,Digestive system diseases,0.056,rural,overall
2014,14,Pavlodar region,Digestive system diseases,0.0807,rural,overall
2014,15,North Kazakhstan region,Digestive system diseases,0.1336,rural,overall
2014,16,East Kazakhstan region,Digestive system diseases,0.1016,rural,overall
2015,3,Akmola region,Digestive system diseases,0.0693,rural,overall
2015,4,Aktobe region,Digestive system diseases,0.1113,rural,overall
2015,5,Almaty region,Digestive system diseases,0.0948,rural,overall
2015,6,Atyrau region,Digestive system diseases,0.0654,rural,overall
2015,7,West Kazakkhstan region,Digestive system diseases,0.1142,rural,overall
2015,8,Jambyl region,Digestive system diseases,0.0548,rural,overall
2015,9,Karaganda region,Digestive system diseases,0.108,rural,overall
2015,10,Kostanay region,Digestive system diseases,0.1344,rural,overall
2015,11,Kyzylorda region,Digestive system diseases,0.0305,rural,overall
2015,12,Mangystau region,Digestive system diseases,0.036,rural,overall
2015,13,South Kazakhstan region,Digestive system diseases,0.0522,rural,overall
2015,14,Pavlodar region,Digestive system diseases,0.0702,rural,overall
2015,15,North Kazakhstan region,Digestive system diseases,0.1325,rural,overall
2015,16,East Kazakhstan region,Digestive system diseases,0.1215,rural,overall
2016,3,Akmola region,Digestive system diseases,0.0632,rural,overall
2016,4,Aktobe region,Digestive system diseases,0.1157,rural,overall
2016,5,Almaty region,Digestive system diseases,0.0864,rural,overall
2016,6,Atyrau region,Digestive system diseases,0.0721,rural,overall
2016,7,West Kazakkhstan region,Digestive system diseases,0.1156,rural,overall
2016,8,Jambyl region,Digestive system diseases,0.0581,rural,overall
2016,9,Karaganda region,Digestive system diseases,0.1108,rural,overall
2016,10,Kostanay region,Digestive system diseases,0.1422,rural,overall
2016,11,Kyzylorda region,Digestive system diseases,0.0343,rural,overall
2016,12,Mangystau region,Digestive system diseases,0.0349,rural,overall
2016,13,South Kazakhstan region,Digestive system diseases,0.0459,rural,overall
2016,14,Pavlodar region,Digestive system diseases,0.0699,rural,overall
2016,15,North Kazakhstan region,Digestive system diseases,0.1327,rural,overall
2016,16,East Kazakhstan region,Digestive system diseases,0.0992,rural,overall
2017,3,Akmola region,Digestive system diseases,0.049,rural,overall
2017,4,Aktobe region,Digestive system diseases,0.1009,rural,overall
2017,5,Almaty region,Digestive system diseases,0.0801,rural,overall
2017,6,Atyrau region,Digestive system diseases,0.0504,rural,overall
2017,7,West Kazakkhstan region,Digestive system diseases,0.0964,rural,overall
2017,8,Jambyl region,Digestive system diseases,0.0616,rural,overall
2017,9,Karaganda region,Digestive system diseases,0.0888,rural,overall
2017,10,Kostanay region,Digestive system diseases,0.1188,rural,overall
2017,11,Kyzylorda region,Digestive system diseases,0.0343,rural,overall
2017,12,Mangystau region,Digestive system diseases,0.0297,rural,overall
2017,13,South Kazakhstan region,Digestive system diseases,0.0444,rural,overall
2017,14,Pavlodar region,Digestive system diseases,0.0744,rural,overall
2017,15,North Kazakhstan region,Digestive system diseases,0.1193,rural,overall
2017,16,East Kazakhstan region,Digestive system diseases,0.0918,rural,overall
2018,3,Akmola region,Digestive system diseases,0.0536,rural,overall
2018,4,Aktobe region,Digestive system diseases,0.1104,rural,overall
2018,5,Almaty region,Digestive system diseases,0.0726,rural,overall
2018,6,Atyrau region,Digestive system diseases,0.0658,rural,overall
2018,7,West Kazakkhstan region,Digestive system diseases,0.098,rural,overall
2018,8,Jambyl region,Digestive system diseases,0.0533,rural,overall
2018,9,Karaganda region,Digestive system diseases,0.0843,rural,overall
2018,10,Kostanay region,Digestive system diseases,0.1123,rural,overall
2018,11,Kyzylorda region,Digestive system diseases,0.0369,rural,overall
2018,12,Mangystau region,Digestive system diseases,0.0316,rural,overall
2018,13,South Kazakhstan region,Digestive system diseases,0.0452,rural,overall
2018,14,Pavlodar region,Digestive system diseases,0.0713,rural,overall
2018,15,North Kazakhstan region,Digestive system diseases,0.1157,rural,overall
2018,16,East Kazakhstan region,Digestive system diseases,0.0875,rural,overall
2019,3,Akmola region,Digestive system diseases,0.0547,rural,overall
2019,4,Aktobe region,Digestive system diseases,0.1081,rural,overall
2019,5,Almaty region,Digestive system diseases,0.078,rural,overall
2019,6,Atyrau region,Digestive system diseases,0.0694,rural,overall
2019,7,West Kazakkhstan region,Digestive system diseases,0.0956,rural,overall
2019,8,Jambyl region,Digestive system diseases,0.0619,rural,overall
2019,9,Karaganda region,Digestive system diseases,0.0996,rural,overall
2019,10,Kostanay region,Digestive system diseases,0.1009,rural,overall
2019,11,Kyzylorda region,Digestive system diseases,0.0367,rural,overall
2019,12,Mangystau region,Digestive system diseases,0.027,rural,overall
2019,13,South Kazakhstan region,Digestive system diseases,0.0419,rural,overall
2019,14,Pavlodar region,Digestive system diseases,0.0605,rural,overall
2019,15,North Kazakhstan region,Digestive system diseases,0.1131,rural,overall
2019,16,East Kazakhstan region,Digestive system diseases,0.0904,rural,overall
2020,3,Akmola region,Digestive system diseases,0.0601,rural,overall
2020,4,Aktobe region,Digestive system diseases,0.1247,rural,overall
2020,5,Almaty region,Digestive system diseases,0.0822,rural,overall
2020,6,Atyrau region,Digestive system diseases,0.0621,rural,overall
2020,7,West Kazakkhstan region,Digestive system diseases,0.102,rural,overall
2020,8,Jambyl region,Digestive system diseases,0.0617,rural,overall
2020,9,Karaganda region,Digestive system diseases,0.1182,rural,overall
2020,10,Kostanay region,Digestive system diseases,0.1062,rural,overall
2020,11,Kyzylorda region,Digestive system diseases,0.0398,rural,overall
2020,12,Mangystau region,Digestive system diseases,0.0393,rural,overall
2020,13,South Kazakhstan region,Digestive system diseases,0.0483,rural,overall
2020,14,Pavlodar region,Digestive system diseases,0.0783,rural,overall
2020,15,North Kazakhstan region,Digestive system diseases,0.1426,rural,overall
2020,16,East Kazakhstan region,Digestive system diseases,0.0934,rural,overall
