year,region_num,region_name,class,data_value,data_value_type,gender
2015,12,Mangystau region,Blood circulation system disease,0.0852,urban,overall
2015,13,South Kazakhstan region,Blood circulation system disease,0.1619,urban,overall
2015,14,Pavlodar region,Blood circulation system disease,0.2632,urban,overall
2015,15,North Kazakhstan region,Blood circulation system disease,0.369,urban,overall
2015,16,East Kazakhstan region,Blood circulation system disease,0.2531,urban,overall
2015,1,Nur-Sultan,Blood circulation system disease,0.1582,urban,overall
2015,2,Almaty,Blood circulation system disease,0.1411,urban,overall
2016,3,Akmola region,Blood circulation system disease,0.3209,urban,overall
2016,4,Aktobe region,Blood circulation system disease,0.1975,urban,overall
2016,5,Almaty region,Blood circulation system disease,0.1759,urban,overall
2016,6,Atyrau region,Blood circulation system disease,0.1544,urban,overall
2016,7,West Kazakkhstan region,Blood circulation system disease,0.2396,urban,overall
2016,8,Jambyl region,Blood circulation system disease,0.2222,urban,overall
2016,9,Karaganda region,Blood circulation system disease,0.3512,urban,overall
2016,10,Kostanay region,Blood circulation system disease,0.1931,urban,overall
2016,11,Kyzylorda region,Blood circulation system disease,0.1518,urban,overall
2016,12,Mangystau region,Blood circulation system disease,0.098,urban,overall
2016,13,South Kazakhstan region,Blood circulation system disease,0.1609,urban,overall
2016,14,Pavlodar region,Blood circulation system disease,0.246,urban,overall
2016,15,North Kazakhstan region,Blood circulation system disease,0.2858,urban,overall
2016,16,East Kazakhstan region,Blood circulation system disease,0.2366,urban,overall
2016,1,Nur-Sultan,Blood circulation system disease,0.1523,urban,overall
2016,2,Almaty,Blood circulation system disease,0.1752,urban,overall
2017,3,Akmola region,Blood circulation system disease,0.308,urban,overall
2017,4,Aktobe region,Blood circulation system disease,0.1629,urban,overall
2017,5,Almaty region,Blood circulation system disease,0.1736,urban,overall
2017,6,Atyrau region,Blood circulation system disease,0.1432,urban,overall
2017,7,West Kazakkhstan region,Blood circulation system disease,0.241,urban,overall
2017,8,Jambyl region,Blood circulation system disease,0.2258,urban,overall
2017,9,Karaganda region,Blood circulation system disease,0.3467,urban,overall
2017,10,Kostanay region,Blood circulation system disease,0.2099,urban,overall
2017,11,Kyzylorda region,Blood circulation system disease,0.1397,urban,overall
2017,12,Mangystau region,Blood circulation system disease,0.0815,urban,overall
2017,13,South Kazakhstan region,Blood circulation system disease,0.1588,urban,overall
2017,14,Pavlodar region,Blood circulation system disease,0.2448,urban,overall
2017,15,North Kazakhstan region,Blood circulation system disease,0.2619,urban,overall
2017,16,East Kazakhstan region,Blood circulation system disease,0.2542,urban,overall
2017,1,Nur-Sultan,Blood circulation system disease,0.1268,urban,overall
2017,2,Almaty,Blood circulation system disease,0.1929,urban,overall
2018,3,Akmola region,Blood circulation system disease,0.2411,urban,overall
2018,4,Aktobe region,Blood circulation system disease,0.1554,urban,overall
2018,5,Almaty region,Blood circulation system disease,0.1753,urban,overall
2018,6,Atyrau region,Blood circulation system disease,0.1168,urban,overall
2018,7,West Kazakkhstan region,Blood circulation system disease,0.2376,urban,overall
2018,8,Jambyl region,Blood circulation system disease,0.2099,urban,overall
2018,9,Karaganda region,Blood circulation system disease,0.3514,urban,overall
2018,10,Kostanay region,Blood circulation system disease,0.1908,urban,overall
2018,11,Kyzylorda region,Blood circulation system disease,0.1146,urban,overall
2018,12,Mangystau region,Blood circulation system disease,0.0781,urban,overall
2018,13,South Kazakhstan region,Blood circulation system disease,0.1971,urban,overall
2018,14,Pavlodar region,Blood circulation system disease,0.2097,urban,overall
2018,15,North Kazakhstan region,Blood circulation system disease,0.274,urban,overall
2018,16,East Kazakhstan region,Blood circulation system disease,0.2964,urban,overall
2018,1,Nur-Sultan,Blood circulation system disease,0.1248,urban,overall
2018,2,Almaty,Blood circulation system disease,0.1872,urban,overall
2019,3,Akmola region,Blood circulation system disease,0.2441,urban,overall
2019,4,Aktobe region,Blood circulation system disease,0.1466,urban,overall
2019,5,Almaty region,Blood circulation system disease,0.1833,urban,overall
2019,6,Atyrau region,Blood circulation system disease,0.1069,urban,overall
2019,7,West Kazakkhstan region,Blood circulation system disease,0.232,urban,overall
2019,8,Jambyl region,Blood circulation system disease,0.1955,urban,overall
2019,9,Karaganda region,Blood circulation system disease,0.365,urban,overall
2019,10,Kostanay region,Blood circulation system disease,0.1961,urban,overall
2019,11,Kyzylorda region,Blood circulation system disease,0.1301,urban,overall
2019,12,Mangystau region,Blood circulation system disease,0.0781,urban,overall
2019,13,South Kazakhstan region,Blood circulation system disease,0.1879,urban,overall
2019,14,Pavlodar region,Blood circulation system disease,0.2196,urban,overall
2019,15,North Kazakhstan region,Blood circulation system disease,0.2319,urban,overall
2019,16,East Kazakhstan region,Blood circulation system disease,0.2891,urban,overall
2019,1,Nur-Sultan,Blood circulation system disease,0.1159,urban,overall
2019,2,Almaty,Blood circulation system disease,0.1651,urban,overall
2020,3,Akmola region,Blood circulation system disease,0.2678,urban,overall
2020,4,Aktobe region,Blood circulation system disease,0.1612,urban,overall
2020,5,Almaty region,Blood circulation system disease,0.2096,urban,overall
2020,6,Atyrau region,Blood circulation system disease,0.1366,urban,overall
2020,7,West Kazakkhstan region,Blood circulation system disease,0.2729,urban,overall
2020,8,Jambyl region,Blood circulation system disease,0.237,urban,overall
2020,9,Karaganda region,Blood circulation system disease,0.3921,urban,overall
2020,10,Kostanay region,Blood circulation system disease,0.3096,urban,overall
2020,11,Kyzylorda region,Blood circulation system disease,0.1469,urban,overall
2020,12,Mangystau region,Blood circulation system disease,0.0847,urban,overall
2020,13,South Kazakhstan region,Blood circulation system disease,0.198,urban,overall
2020,14,Pavlodar region,Blood circulation system disease,0.259,urban,overall
2020,15,North Kazakhstan region,Blood circulation system disease,0.2356,urban,overall
2020,16,East Kazakhstan region,Blood circulation system disease,0.3756,urban,overall
2020,1,Nur-Sultan,Blood circulation system disease,0.1292,urban,overall
2020,2,Almaty,Blood circulation system disease,0.1915,urban,overall
