year,region_num,region_name,class,data_value,data_value_type,gender
2016,9,Karaganda region,Blood circulation system disease,0.3277,total,overall
2016,10,Kostanay region,Blood circulation system disease,0.1789,total,overall
2016,11,Kyzylorda region,Blood circulation system disease,0.1409,total,overall
2016,12,Mangystau region,Blood circulation system disease,0.7168,total,overall
2016,13,South Kazakhstan region,Blood circulation system disease,0.1397,total,overall
2016,14,Pavlodar region,Blood circulation system disease,0.2176,total,overall
2016,15,North Kazakhstan region,Blood circulation system disease,0.2486,total,overall
2016,16,East Kazakhstan region,Blood circulation system disease,0.1998,total,overall
2016,1,Nur-Sultan,Blood circulation system disease,0.1523,total,overall
2016,2,Almaty,Blood circulation system disease,0.1752,total,overall
2017,3,Akmola region,Blood circulation system disease,0.26,total,overall
2017,4,Aktobe region,Blood circulation system disease,0.1418,total,overall
2017,5,Almaty region,Blood circulation system disease,0.1311,total,overall
2017,6,Atyrau region,Blood circulation system disease,0.1333,total,overall
2017,7,West Kazakkhstan region,Blood circulation system disease,0.2212,total,overall
2017,8,Jambyl region,Blood circulation system disease,0.1503,total,overall
2017,9,Karaganda region,Blood circulation system disease,0.314,total,overall
2017,10,Kostanay region,Blood circulation system disease,0.1846,total,overall
2017,11,Kyzylorda region,Blood circulation system disease,0.1243,total,overall
2017,12,Mangystau region,Blood circulation system disease,0.6067,total,overall
2017,13,South Kazakhstan region,Blood circulation system disease,0.1423,total,overall
2017,14,Pavlodar region,Blood circulation system disease,0.2213,total,overall
2017,15,North Kazakhstan region,Blood circulation system disease,0.2166,total,overall
2017,16,East Kazakhstan region,Blood circulation system disease,0.2161,total,overall
2017,1,Nur-Sultan,Blood circulation system disease,0.1268,total,overall
2017,2,Almaty,Blood circulation system disease,0.1929,total,overall
2018,3,Akmola region,Blood circulation system disease,0.2055,total,overall
2018,4,Aktobe region,Blood circulation system disease,0.1305,total,overall
2018,5,Almaty region,Blood circulation system disease,0.1179,total,overall
2018,6,Atyrau region,Blood circulation system disease,0.1062,total,overall
2018,7,West Kazakkhstan region,Blood circulation system disease,0.2151,total,overall
2018,8,Jambyl region,Blood circulation system disease,0.1387,total,overall
2018,9,Karaganda region,Blood circulation system disease,0.3213,total,overall
2018,10,Kostanay region,Blood circulation system disease,0.1648,total,overall
2018,11,Kyzylorda region,Blood circulation system disease,0.1126,total,overall
2018,12,Mangystau region,Blood circulation system disease,0.5649,total,overall
2018,13,South Kazakhstan region,Blood circulation system disease,0.1283,total,overall
2018,14,Pavlodar region,Blood circulation system disease,0.1902,total,overall
2018,15,North Kazakhstan region,Blood circulation system disease,0.2224,total,overall
2018,16,East Kazakhstan region,Blood circulation system disease,0.2575,total,overall
2018,1,Nur-Sultan,Blood circulation system disease,0.1248,total,overall
2018,2,Almaty,Blood circulation system disease,0.1872,total,overall
2019,3,Akmola region,Blood circulation system disease,0.1983,total,overall
2019,4,Aktobe region,Blood circulation system disease,0.1294,total,overall
2019,5,Almaty region,Blood circulation system disease,0.1237,total,overall
2019,6,Atyrau region,Blood circulation system disease,0.1004,total,overall
2019,7,West Kazakkhstan region,Blood circulation system disease,0.2095,total,overall
2019,8,Jambyl region,Blood circulation system disease,0.1295,total,overall
2019,9,Karaganda region,Blood circulation system disease,0.3255,total,overall
2019,10,Kostanay region,Blood circulation system disease,0.1741,total,overall
2019,11,Kyzylorda region,Blood circulation system disease,0.1147,total,overall
2019,12,Mangystau region,Blood circulation system disease,0.5694,total,overall
2019,13,South Kazakhstan region,Blood circulation system disease,0.1262,total,overall
2019,14,Pavlodar region,Blood circulation system disease,0.1981,total,overall
2019,15,North Kazakhstan region,Blood circulation system disease,0.1985,total,overall
2019,16,East Kazakhstan region,Blood circulation system disease,0.2558,total,overall
2019,1,Nur-Sultan,Blood circulation system disease,0.1159,total,overall
2019,2,Almaty,Blood circulation system disease,0.1651,total,overall
2020,3,Akmola region,Blood circulation system disease,0.2304,total,overall
2020,4,Aktobe region,Blood circulation system disease,0.1471,total,overall
2020,5,Almaty region,Blood circulation system disease,0.1544,total,overall
2020,6,Atyrau region,Blood circulation system disease,0.127,total,overall
2020,7,West Kazakkhstan region,Blood circulation system disease,0.2387,total,overall
2020,8,Jambyl region,Blood circulation system disease,0.1606,total,overall
2020,9,Karaganda region,Blood circulation system disease,0.3519,total,overall
2020,10,Kostanay region,Blood circulation system disease,0.263,total,overall
2020,11,Kyzylorda region,Blood circulation system disease,0.1457,total,overall
2020,12,Mangystau region,Blood circulation system disease,0.6458,total,overall
2020,13,South Kazakhstan region,Blood circulation system disease,0.1505,total,overall
2020,14,Pavlodar region,Blood circulation system disease,0.2347,total,overall
2020,15,North Kazakhstan region,Blood circulation system disease,0.2001,total,overall
2020,16,East Kazakhstan region,Blood circulation system disease,0.3307,total,overall
2020,1,Nur-Sultan,Blood circulation system disease,0.1292,total,overall
2020,2,Almaty,Blood circulation system disease,0.1915,total,overall
