year,region_num,region_name,class,data_value,data_value_type,gender
2014,12,Mangystau region,Digestive system diseases,0.0428,urban,overall
2014,13,South Kazakhstan region,Digestive system diseases,0.071,urban,overall
2014,14,Pavlodar region,Digestive system diseases,0.0749,urban,overall
2014,15,North Kazakhstan region,Digestive system diseases,0.1044,urban,overall
2014,16,East Kazakhstan region,Digestive system diseases,0.0836,urban,overall
2014,1,Nur-Sultan,Digestive system diseases,0.0215,urban,overall
2014,2,Almaty,Digestive system diseases,0.0563,urban,overall
2015,3,Akmola region,Digestive system diseases,0.0693,urban,overall
2015,4,Aktobe region,Digestive system diseases,0.0801,urban,overall
2015,5,Almaty region,Digestive system diseases,0.1021,urban,overall
2015,6,Atyrau region,Digestive system diseases,0.0602,urban,overall
2015,7,West Kazakkhstan region,Digestive system diseases,0.1086,urban,overall
2015,8,Jambyl region,Digestive system diseases,0.0713,urban,overall
2015,9,Karaganda region,Digestive system diseases,0.0918,urban,overall
2015,10,Kostanay region,Digestive system diseases,0.1315,urban,overall
2015,11,Kyzylorda region,Digestive system diseases,0.0292,urban,overall
2015,12,Mangystau region,Digestive system diseases,0.0489,urban,overall
2015,13,South Kazakhstan region,Digestive system diseases,0.0532,urban,overall
2015,14,Pavlodar region,Digestive system diseases,0.068,urban,overall
2015,15,North Kazakhstan region,Digestive system diseases,0.0825,urban,overall
2015,16,East Kazakhstan region,Digestive system diseases,0.0929,urban,overall
2015,1,Nur-Sultan,Digestive system diseases,0.0242,urban,overall
2015,2,Almaty,Digestive system diseases,0.0462,urban,overall
2016,3,Akmola region,Digestive system diseases,0.0766,urban,overall
2016,4,Aktobe region,Digestive system diseases,0.0748,urban,overall
2016,5,Almaty region,Digestive system diseases,0.0928,urban,overall
2016,6,Atyrau region,Digestive system diseases,0.0688,urban,overall
2016,7,West Kazakkhstan region,Digestive system diseases,0.1128,urban,overall
2016,8,Jambyl region,Digestive system diseases,0.0704,urban,overall
2016,9,Karaganda region,Digestive system diseases,0.0874,urban,overall
2016,10,Kostanay region,Digestive system diseases,0.1399,urban,overall
2016,11,Kyzylorda region,Digestive system diseases,0.04,urban,overall
2016,12,Mangystau region,Digestive system diseases,0.0483,urban,overall
2016,13,South Kazakhstan region,Digestive system diseases,0.0536,urban,overall
2016,14,Pavlodar region,Digestive system diseases,0.0657,urban,overall
2016,15,North Kazakhstan region,Digestive system diseases,0.0839,urban,overall
2016,16,East Kazakhstan region,Digestive system diseases,0.0817,urban,overall
2016,1,Nur-Sultan,Digestive system diseases,0.0238,urban,overall
2016,2,Almaty,Digestive system diseases,0.0408,urban,overall
2017,3,Akmola region,Digestive system diseases,0.0602,urban,overall
2017,4,Aktobe region,Digestive system diseases,0.0747,urban,overall
2017,5,Almaty region,Digestive system diseases,0.0907,urban,overall
2017,6,Atyrau region,Digestive system diseases,0.0676,urban,overall
2017,7,West Kazakkhstan region,Digestive system diseases,0.0836,urban,overall
2017,8,Jambyl region,Digestive system diseases,0.0618,urban,overall
2017,9,Karaganda region,Digestive system diseases,0.0764,urban,overall
2017,10,Kostanay region,Digestive system diseases,0.1226,urban,overall
2017,11,Kyzylorda region,Digestive system diseases,0.03,urban,overall
2017,12,Mangystau region,Digestive system diseases,0.0516,urban,overall
2017,13,South Kazakhstan region,Digestive system diseases,0.0505,urban,overall
2017,14,Pavlodar region,Digestive system diseases,0.0624,urban,overall
2017,15,North Kazakhstan region,Digestive system diseases,0.0916,urban,overall
2017,16,East Kazakhstan region,Digestive system diseases,0.0692,urban,overall
2017,1,Nur-Sultan,Digestive system diseases,0.0204,urban,overall
2017,2,Almaty,Digestive system diseases,0.044,urban,overall
2018,3,Akmola region,Digestive system diseases,0.0672,urban,overall
2018,4,Aktobe region,Digestive system diseases,0.0764,urban,overall
2018,5,Almaty region,Digestive system diseases,0.0948,urban,overall
2018,6,Atyrau region,Digestive system diseases,0.0702,urban,overall
2018,7,West Kazakkhstan region,Digestive system diseases,0.0853,urban,overall
2018,8,Jambyl region,Digestive system diseases,0.0523,urban,overall
2018,9,Karaganda region,Digestive system diseases,0.0676,urban,overall
2018,10,Kostanay region,Digestive system diseases,0.1373,urban,overall
2018,11,Kyzylorda region,Digestive system diseases,0.0335,urban,overall
2018,12,Mangystau region,Digestive system diseases,0.0526,urban,overall
2018,13,South Kazakhstan region,Digestive system diseases,0.0447,urban,overall
2018,14,Pavlodar region,Digestive system diseases,0.0588,urban,overall
2018,15,North Kazakhstan region,Digestive system diseases,0.0884,urban,overall
2018,16,East Kazakhstan region,Digestive system diseases,0.0667,urban,overall
2018,1,Nur-Sultan,Digestive system diseases,0.0205,urban,overall
2018,2,Almaty,Digestive system diseases,0.0428,urban,overall
2019,3,Akmola region,Digestive system diseases,0.0666,urban,overall
2019,4,Aktobe region,Digestive system diseases,0.0778,urban,overall
2019,5,Almaty region,Digestive system diseases,0.0933,urban,overall
2019,6,Atyrau region,Digestive system diseases,0.0709,urban,overall
2019,7,West Kazakkhstan region,Digestive system diseases,0.0772,urban,overall
2019,8,Jambyl region,Digestive system diseases,0.0621,urban,overall
2019,9,Karaganda region,Digestive system diseases,0.0741,urban,overall
2019,10,Kostanay region,Digestive system diseases,0.1297,urban,overall
2019,11,Kyzylorda region,Digestive system diseases,0.0327,urban,overall
2019,12,Mangystau region,Digestive system diseases,0.0573,urban,overall
2019,13,South Kazakhstan region,Digestive system diseases,0.0498,urban,overall
2019,14,Pavlodar region,Digestive system diseases,0.0566,urban,overall
2019,15,North Kazakhstan region,Digestive system diseases,0.1049,urban,overall
2019,16,East Kazakhstan region,Digestive system diseases,0.068,urban,overall
2019,1,Nur-Sultan,Digestive system diseases,0.0222,urban,overall
2019,2,Almaty,Digestive system diseases,0.0479,urban,overall
2020,3,Akmola region,Digestive system diseases,0.0806,urban,overall
2020,4,Aktobe region,Digestive system diseases,0.0887,urban,overall
2020,5,Almaty region,Digestive system diseases,0.1068,urban,overall
2020,6,Atyrau region,Digestive system diseases,0.0721,urban,overall
2020,7,West Kazakkhstan region,Digestive system diseases,0.0863,urban,overall
2020,8,Jambyl region,Digestive system diseases,0.0638,urban,overall
2020,9,Karaganda region,Digestive system diseases,0.0728,urban,overall
2020,10,Kostanay region,Digestive system diseases,0.1359,urban,overall
2020,11,Kyzylorda region,Digestive system diseases,0.0349,urban,overall
2020,12,Mangystau region,Digestive system diseases,0.0766,urban,overall
2020,13,South Kazakhstan region,Digestive system diseases,0.0559,urban,overall
2020,14,Pavlodar region,Digestive system diseases,0.0654,urban,overall
2020,15,North Kazakhstan region,Digestive system diseases,0.0964,urban,overall
2020,16,East Kazakhstan region,Digestive system diseases,0.0745,urban,overall
2020,1,Nur-Sultan,Digestive system diseases,0.0272,urban,overall
2020,2,Almaty,Digestive system diseases,0.0436,urban,overall
