year,region_num,region_name,class,data_value,data_value_type,gender
2007,16,East Kazakhstan region,Neoplasm,0.1671,total,overall
2007,1,Nur-Sultan,Neoplasm,0.0843,total,overall
2007,2,Almaty,Neoplasm,0.1241,total,overall
2007,3,Akmola region,Neoplasm,0.1273,total,women
2007,4,Aktobe region,Neoplasm,0.0997,total,women
2007,5,Almaty region,Neoplasm,0.0849,total,women
2007,6,Atyrau region,Neoplasm,0.0773,total,women
2007,7,West Kazakkhstan region,Neoplasm,0.1338,total,women
2007,8,Jambyl region,Neoplasm,0.0804,total,women
2007,9,Karaganda region,Neoplasm,0.1222,total,women
2007,10,Kostanay region,Neoplasm,0.1277,total,women
2007,11,Kyzylorda region,Neoplasm,0.0836,total,women
2007,12,Mangystau region,Neoplasm,0.0778,total,women
2007,13,South Kazakhstan region,Neoplasm,0.0641,total,women
2007,14,Pavlodar region,Neoplasm,0.1382,total,women
2007,15,North Kazakhstan region,Neoplasm,0.1242,total,women
2007,16,East Kazakhstan region,Neoplasm,0.1319,total,women
2007,1,Nur-Sultan,Neoplasm,0.0757,total,women
2007,2,Almaty,Neoplasm,0.1140,total,women
2007,3,Akmola region,Neoplasm,0.1805,total,men
2007,4,Aktobe region,Neoplasm,0.1309,total,men
2007,5,Almaty region,Neoplasm,0.1124,total,men
2007,6,Atyrau region,Neoplasm,0.1016,total,men
2007,7,West Kazakkhstan region,Neoplasm,0.1722,total,men
2007,8,Jambyl region,Neoplasm,0.1066,total,men
2007,9,Karaganda region,Neoplasm,0.1622,total,men
2007,10,Kostanay region,Neoplasm,0.1713,total,men
2007,11,Kyzylorda region,Neoplasm,0.0910,total,men
2007,12,Mangystau region,Neoplasm,0.0924,total,men
2007,13,South Kazakhstan region,Neoplasm,0.0657,total,men
2007,14,Pavlodar region,Neoplasm,0.2004,total,men
2007,15,North Kazakhstan region,Neoplasm,0.1870,total,men
2007,16,East Kazakhstan region,Neoplasm,0.2061,total,men
2007,1,Nur-Sultan,Neoplasm,0.0931,total,men
2007,2,Almaty,Neoplasm,0.1362,total,men
2007,3,Akmola region,Neoplasm,0.1723,urban,overall
2007,4,Aktobe region,Neoplasm,0.1256,urban,overall
2007,5,Almaty region,Neoplasm,0.1019,urban,overall
2007,6,Atyrau region,Neoplasm,0.0929,urban,overall
2007,7,West Kazakkhstan region,Neoplasm,0.1833,urban,overall
2007,8,Jambyl region,Neoplasm,0.1033,urban,overall
2007,9,Karaganda region,Neoplasm,0.1424,urban,overall
2007,10,Kostanay region,Neoplasm,0.1712,urban,overall
2007,11,Kyzylorda region,Neoplasm,0.0756,urban,overall
2007,12,Mangystau region,Neoplasm,0.0940,urban,overall
2007,13,South Kazakhstan region,Neoplasm,0.0772,urban,overall
2007,14,Pavlodar region,Neoplasm,0.1795,urban,overall
2007,15,North Kazakhstan region,Neoplasm,0.2064,urban,overall
2007,16,East Kazakhstan region,Neoplasm,0.1866,urban,overall
2007,1,Nur-Sultan,Neoplasm,0.0843,urban,overall
2007,2,Almaty,Neoplasm,0.1241,urban,overall
2007,3,Akmola region,Neoplasm,0.1504,urban,women
2007,4,Aktobe region,Neoplasm,0.1135,urban,women
2007,5,Almaty region,Neoplasm,0.0857,urban,women
2007,6,Atyrau region,Neoplasm,0.0787,urban,women
2007,7,West Kazakkhstan region,Neoplasm,0.1554,urban,women
2007,8,Jambyl region,Neoplasm,0.0884,urban,women
2007,9,Karaganda region,Neoplasm,0.1232,urban,women
2007,10,Kostanay region,Neoplasm,0.1510,urban,women
2007,11,Kyzylorda region,Neoplasm,0.0719,urban,women
2007,12,Mangystau region,Neoplasm,0.0877,urban,women
2007,13,South Kazakhstan region,Neoplasm,0.0746,urban,women
2007,14,Pavlodar region,Neoplasm,0.1474,urban,women
2007,15,North Kazakhstan region,Neoplasm,0.1590,urban,women
2007,16,East Kazakhstan region,Neoplasm,0.1454,urban,women
2007,1,Nur-Sultan,Neoplasm,0.0757,urban,women
2007,2,Almaty,Neoplasm,0.1140,urban,women
2007,3,Akmola region,Neoplasm,0.2057,urban,men
2007,4,Aktobe region,Neoplasm,0.1422,urban,men
2007,5,Almaty region,Neoplasm,0.1387,urban,men
2007,6,Atyrau region,Neoplasm,0.1199,urban,men
2007,7,West Kazakkhstan region,Neoplasm,0.2159,urban,men
2007,8,Jambyl region,Neoplasm,0.1252,urban,men
2007,9,Karaganda region,Neoplasm,0.1728,urban,men
2007,10,Kostanay region,Neoplasm,0.2081,urban,men
2007,11,Kyzylorda region,Neoplasm,0.1077,urban,men
2007,12,Mangystau region,Neoplasm,0.1043,urban,men
2007,13,South Kazakhstan region,Neoplasm,0.0815,urban,men
2007,14,Pavlodar region,Neoplasm,0.2192,urban,men
2007,15,North Kazakhstan region,Neoplasm,0.2629,urban,men
2007,16,East Kazakhstan region,Neoplasm,0.2502,urban,men
2007,1,Nur-Sultan,Neoplasm,0.0931,urban,men
2007,2,Almaty,Neoplasm,0.1362,urban,men
2007,3,Akmola region,Neoplasm,0.1360,rural,overall
2007,4,Aktobe region,Neoplasm,0.1017,rural,overall
2007,5,Almaty region,Neoplasm,0.0971,rural,overall
2007,6,Atyrau region,Neoplasm,0.0850,rural,overall
2007,7,West Kazakkhstan region,Neoplasm,0.1279,rural,overall
2007,8,Jambyl region,Neoplasm,0.0853,rural,overall
2007,9,Karaganda region,Neoplasm,0.1349,rural,overall
2007,10,Kostanay region,Neoplasm,0.1246,rural,overall
2007,11,Kyzylorda region,Neoplasm,0.0979,rural,overall
2007,12,Mangystau region,Neoplasm,0.0713,rural,overall
2007,13,South Kazakhstan region,Neoplasm,0.0570,rural,overall
2007,14,Pavlodar region,Neoplasm,0.1443,rural,overall
2007,15,North Kazakhstan region,Neoplasm,0.1264,rural,overall
2007,16,East Kazakhstan region,Neoplasm,0.1414,rural,overall
2007,3,Akmola region,Neoplasm,0.1063,rural,women
2007,4,Aktobe region,Neoplasm,0.0820,rural,women
2007,5,Almaty region,Neoplasm,0.0845,rural,women
2007,6,Atyrau region,Neoplasm,0.0757,rural,women
2007,7,West Kazakkhstan region,Neoplasm,0.1154,rural,women
2007,8,Jambyl region,Neoplasm,0.0738,rural,women
2007,9,Karaganda region,Neoplasm,0.1175,rural,women
2007,10,Kostanay region,Neoplasm,0.1018,rural,women
2007,11,Kyzylorda region,Neoplasm,0.0947,rural,women
2007,12,Mangystau region,Neoplasm,0.0622,rural,women
2007,13,South Kazakhstan region,Neoplasm,0.0570,rural,women
2007,14,Pavlodar region,Neoplasm,0.1191,rural,women
2007,15,North Kazakhstan region,Neoplasm,0.1041,rural,women
2007,16,East Kazakhstan region,Neoplasm,0.1124,rural,women
2007,3,Akmola region,Neoplasm,0.1615,rural,men
2007,4,Aktobe region,Neoplasm,0.1187,rural,men
2007,5,Almaty region,Neoplasm,0.1050,rural,men
2007,6,Atyrau region,Neoplasm,0.0858,rural,men
2007,7,West Kazakkhstan region,Neoplasm,0.1405,rural,men
2007,8,Jambyl region,Neoplasm,0.0942,rural,men
2007,9,Karaganda region,Neoplasm,0.1282,rural,men
2007,10,Kostanay region,Neoplasm,0.1399,rural,men
2007,11,Kyzylorda region,Neoplasm,0.0824,rural,men
2007,12,Mangystau region,Neoplasm,0.0763,rural,men
2007,13,South Kazakhstan region,Neoplasm,0.0563,rural,men
2007,14,Pavlodar region,Neoplasm,0.1673,rural,men
2007,15,North Kazakhstan region,Neoplasm,0.1493,rural,men
2007,16,East Kazakhstan region,Neoplasm,0.1596,rural,men
2007,3,Akmola region,Respiratory diseases,0.0775,total,overall
2007,4,Aktobe region,Respiratory diseases,0.0326,total,overall
2007,5,Almaty region,Respiratory diseases,0.0459,total,overall
2007,6,Atyrau region,Respiratory diseases,0.0206,total,overall
2007,7,West Kazakkhstan region,Respiratory diseases,0.0593,total,overall
2007,8,Jambyl region,Respiratory diseases,0.0257,total,overall
2007,9,Karaganda region,Respiratory diseases,0.0607,total,overall
2007,10,Kostanay region,Respiratory diseases,0.0828,total,overall
2007,11,Kyzylorda region,Respiratory diseases,0.0477,total,overall
2007,12,Mangystau region,Respiratory diseases,0.1110,total,overall
2007,13,South Kazakhstan region,Respiratory diseases,0.0606,total,overall
2007,14,Pavlodar region,Respiratory diseases,0.0488,total,overall
2007,15,North Kazakhstan region,Respiratory diseases,0.1144,total,overall
2007,16,East Kazakhstan region,Respiratory diseases,0.0645,total,overall
2007,1,Nur-Sultan,Respiratory diseases,0.0432,total,overall
2007,2,Almaty,Respiratory diseases,0.0325,total,overall
2007,3,Akmola region,Respiratory diseases,0.0401,total,women
2007,4,Aktobe region,Respiratory diseases,0.0232,total,women
2007,5,Almaty region,Respiratory diseases,0.0307,total,women
2007,6,Atyrau region,Respiratory diseases,0.0105,total,women
2007,7,West Kazakkhstan region,Respiratory diseases,0.0349,total,women
2007,8,Jambyl region,Respiratory diseases,0.0186,total,women
2007,9,Karaganda region,Respiratory diseases,0.0305,total,women
2007,10,Kostanay region,Respiratory diseases,0.0461,total,women
2007,11,Kyzylorda region,Respiratory diseases,0.0485,total,women
2007,12,Mangystau region,Respiratory diseases,0.0966,total,women
2007,13,South Kazakhstan region,Respiratory diseases,0.0492,total,women
2007,14,Pavlodar region,Respiratory diseases,0.0292,total,women
2007,15,North Kazakhstan region,Respiratory diseases,0.0680,total,women
2007,16,East Kazakhstan region,Respiratory diseases,0.0368,total,women
2007,1,Nur-Sultan,Respiratory diseases,0.0290,total,women
2007,2,Almaty,Respiratory diseases,0.0206,total,women
2007,3,Akmola region,Respiratory diseases,0.1181,total,men
2007,4,Aktobe region,Respiratory diseases,0.0427,total,men
2007,5,Almaty region,Respiratory diseases,0.0616,total,men
2007,6,Atyrau region,Respiratory diseases,0.0312,total,men
2007,7,West Kazakkhstan region,Respiratory diseases,0.0854,total,men
2007,8,Jambyl region,Respiratory diseases,0.0334,total,men
2007,9,Karaganda region,Respiratory diseases,0.0947,total,men
2007,10,Kostanay region,Respiratory diseases,0.1237,total,men
2007,11,Kyzylorda region,Respiratory diseases,0.0470,total,men
2007,12,Mangystau region,Respiratory diseases,0.1259,total,men
2007,13,South Kazakhstan region,Respiratory diseases,0.0723,total,men
2007,14,Pavlodar region,Respiratory diseases,0.0709,total,men
2007,15,North Kazakhstan region,Respiratory diseases,0.1645,total,men
2007,16,East Kazakhstan region,Respiratory diseases,0.0953,total,men
2007,1,Nur-Sultan,Respiratory diseases,0.0578,total,men
2007,2,Almaty,Respiratory diseases,0.0468,total,men
2007,3,Akmola region,Respiratory diseases,0.0781,urban,overall
2007,4,Aktobe region,Respiratory diseases,0.0316,urban,overall
2007,5,Almaty region,Respiratory diseases,0.0441,urban,overall
2007,6,Atyrau region,Respiratory diseases,0.0157,urban,overall
2007,7,West Kazakkhstan region,Respiratory diseases,0.0691,urban,overall
2007,8,Jambyl region,Respiratory diseases,0.0270,urban,overall
2007,9,Karaganda region,Respiratory diseases,0.0611,urban,overall
2007,10,Kostanay region,Respiratory diseases,0.1082,urban,overall
2007,11,Kyzylorda region,Respiratory diseases,0.0262,urban,overall
2007,12,Mangystau region,Respiratory diseases,0.1140,urban,overall
2007,13,South Kazakhstan region,Respiratory diseases,0.0599,urban,overall
2007,14,Pavlodar region,Respiratory diseases,0.0480,urban,overall
2007,15,North Kazakhstan region,Respiratory diseases,0.1208,urban,overall
2007,16,East Kazakhstan region,Respiratory diseases,0.0608,urban,overall
2007,1,Nur-Sultan,Respiratory diseases,0.0432,urban,overall
2007,2,Almaty,Respiratory diseases,0.0325,urban,overall
2007,3,Akmola region,Respiratory diseases,0.0346,urban,women
2007,4,Aktobe region,Respiratory diseases,0.0157,urban,women
2007,5,Almaty region,Respiratory diseases,0.0247,urban,women
2007,6,Atyrau region,Respiratory diseases,0.0045,urban,women
2007,7,West Kazakkhstan region,Respiratory diseases,0.0363,urban,women
2007,8,Jambyl region,Respiratory diseases,0.0178,urban,women
2007,9,Karaganda region,Respiratory diseases,0.0301,urban,women
2007,10,Kostanay region,Respiratory diseases,0.0578,urban,women
2007,11,Kyzylorda region,Respiratory diseases,0.0242,urban,women
2007,12,Mangystau region,Respiratory diseases,0.0950,urban,women
2007,13,South Kazakhstan region,Respiratory diseases,0.0395,urban,women
2007,14,Pavlodar region,Respiratory diseases,0.0263,urban,women
2007,15,North Kazakhstan region,Respiratory diseases,0.0743,urban,women
2007,16,East Kazakhstan region,Respiratory diseases,0.0333,urban,women
2007,1,Nur-Sultan,Respiratory diseases,0.0290,urban,women
2007,2,Almaty,Respiratory diseases,0.0206,urban,women
2007,3,Akmola region,Respiratory diseases,0.1332,urban,men
2007,4,Aktobe region,Respiratory diseases,0.0506,urban,men
2007,5,Almaty region,Respiratory diseases,0.0761,urban,men
2007,6,Atyrau region,Respiratory diseases,0.0309,urban,men
2007,7,West Kazakkhstan region,Respiratory diseases,0.1075,urban,men
2007,8,Jambyl region,Respiratory diseases,0.0392,urban,men
2007,9,Karaganda region,Respiratory diseases,0.1019,urban,men
2007,10,Kostanay region,Respiratory diseases,0.1795,urban,men
2007,11,Kyzylorda region,Respiratory diseases,0.0384,urban,men
2007,12,Mangystau region,Respiratory diseases,0.1388,urban,men
2007,13,South Kazakhstan region,Respiratory diseases,0.0836,urban,men
2007,14,Pavlodar region,Respiratory diseases,0.0741,urban,men
2007,15,North Kazakhstan region,Respiratory diseases,0.1762,urban,men
2007,16,East Kazakhstan region,Respiratory diseases,0.0994,urban,men
2007,1,Nur-Sultan,Respiratory diseases,0.0578,urban,men
2007,2,Almaty,Respiratory diseases,0.0468,urban,men
2007,3,Akmola region,Respiratory diseases,0.0771,rural,overall
2007,4,Aktobe region,Respiratory diseases,0.0338,rural,overall
2007,5,Almaty region,Respiratory diseases,0.0466,rural,overall
2007,6,Atyrau region,Respiratory diseases,0.0260,rural,overall
2007,7,West Kazakkhstan region,Respiratory diseases,0.0516,rural,overall
2007,8,Jambyl region,Respiratory diseases,0.0248,rural,overall
2007,9,Karaganda region,Respiratory diseases,0.0589,rural,overall
2007,10,Kostanay region,Respiratory diseases,0.0564,rural,overall
2007,11,Kyzylorda region,Respiratory diseases,0.0671,rural,overall
2007,12,Mangystau region,Respiratory diseases,0.1066,rural,overall
2007,13,South Kazakhstan region,Respiratory diseases,0.0610,rural,overall
2007,14,Pavlodar region,Respiratory diseases,0.0505,rural,overall
2007,15,North Kazakhstan region,Respiratory diseases,0.1109,rural,overall
2007,16,East Kazakhstan region,Respiratory diseases,0.0695,rural,overall
2007,3,Akmola region,Respiratory diseases,0.0451,rural,women
2007,4,Aktobe region,Respiratory diseases,0.0328,rural,women
2007,5,Almaty region,Respiratory diseases,0.0331,rural,women
2007,6,Atyrau region,Respiratory diseases,0.0174,rural,women
2007,7,West Kazakkhstan region,Respiratory diseases,0.0338,rural,women
2007,8,Jambyl region,Respiratory diseases,0.0192,rural,women
2007,9,Karaganda region,Respiratory diseases,0.0326,rural,women
2007,10,Kostanay region,Respiratory diseases,0.0330,rural,women
2007,11,Kyzylorda region,Respiratory diseases,0.0713,rural,women
2007,12,Mangystau region,Respiratory diseases,0.0990,rural,women
2007,13,South Kazakhstan region,Respiratory diseases,0.0556,rural,women
2007,14,Pavlodar region,Respiratory diseases,0.0350,rural,women
2007,15,North Kazakhstan region,Respiratory diseases,0.0643,rural,women
2007,16,East Kazakhstan region,Respiratory diseases,0.0418,rural,women
2007,3,Akmola region,Respiratory diseases,0.1067,rural,men
2007,4,Aktobe region,Respiratory diseases,0.0340,rural,men
2007,5,Almaty region,Respiratory diseases,0.0575,rural,men
2007,6,Atyrau region,Respiratory diseases,0.0315,rural,men
2007,7,West Kazakkhstan region,Respiratory diseases,0.0694,rural,men
2007,8,Jambyl region,Respiratory diseases,0.0295,rural,men
2007,9,Karaganda region,Respiratory diseases,0.0717,rural,men
2007,10,Kostanay region,Respiratory diseases,0.0761,rural,men
2007,11,Kyzylorda region,Respiratory diseases,0.0514,rural,men
2007,12,Mangystau region,Respiratory diseases,0.1084,rural,men
2007,13,South Kazakhstan region,Respiratory diseases,0.0655,rural,men
2007,14,Pavlodar region,Respiratory diseases,0.0652,rural,men
2007,15,North Kazakhstan region,Respiratory diseases,0.1588,rural,men
2007,16,East Kazakhstan region,Respiratory diseases,0.0909,rural,men
2007,3,Akmola region,Digestive system diseases,0.0563,total,overall
2007,4,Aktobe region,Digestive system diseases,0.0505,total,overall
2007,5,Almaty region,Digestive system diseases,0.0457,total,overall
2007,6,Atyrau region,Digestive system diseases,0.0451,total,overall
2007,7,West Kazakkhstan region,Digestive system diseases,0.0661,total,overall
2007,8,Jambyl region,Digestive system diseases,0.0340,total,overall
2007,9,Karaganda region,Digestive system diseases,0.0714,total,overall
2007,10,Kostanay region,Digestive system diseases,0.0621,total,overall
2007,11,Kyzylorda region,Digestive system diseases,0.0210,total,overall
2007,12,Mangystau region,Digestive system diseases,0.0306,total,overall
2007,13,South Kazakhstan region,Digestive system diseases,0.0496,total,overall
2007,14,Pavlodar region,Digestive system diseases,0.0530,total,overall
2007,15,North Kazakhstan region,Digestive system diseases,0.0564,total,overall
2007,16,East Kazakhstan region,Digestive system diseases,0.0571,total,overall
2007,1,Nur-Sultan,Digestive system diseases,0.0345,total,overall
2007,2,Almaty,Digestive system diseases,0.0497,total,overall
2007,3,Akmola region,Digestive system diseases,0.0383,total,women
2007,4,Aktobe region,Digestive system diseases,0.0343,total,women
2007,5,Almaty region,Digestive system diseases,0.0311,total,women
2007,6,Atyrau region,Digestive system diseases,0.0254,total,women
2007,7,West Kazakkhstan region,Digestive system diseases,0.0409,total,women
2007,8,Jambyl region,Digestive system diseases,0.0214,total,women
2007,9,Karaganda region,Digestive system diseases,0.0511,total,women
2007,10,Kostanay region,Digestive system diseases,0.0452,total,women
2007,11,Kyzylorda region,Digestive system diseases,0.0149,total,women
2007,12,Mangystau region,Digestive system diseases,0.0193,total,women
2007,13,South Kazakhstan region,Digestive system diseases,0.0330,total,women
2007,14,Pavlodar region,Digestive system diseases,0.0408,total,women
